#geneID	transcript	cds-parts	phases	chr	strand	start	end	full-length	longest intron	smallest exon
gene1443	RNA2904	0, 1, 2, 3, 4, 5, 6	0,2,2,0,0,0,0	NW_014569560.1	1	1465689	1467721	true	141	52
gene1444	RNA2905	0, 1, 2, 3, 4	0,0,1,0,0	NW_014569560.1	-1	1468531	1470327	true	521	41
gene1445	RNA2906	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15	0,0,0,1,2,2,0,2,1,0,0,2,2,2,0,0	NW_014569560.1	1	1471852	1476434	true	387	27
gene1446	RNA2909	0, 1, 2, 3, 4	0,0,0,0,0	NW_014569560.1	-1	1476851	1478336	true	110	32
gene1447	RNA2910	0, 1, 2, 3, 4, 5, 6, 7	0,0,0,0,1,0,0,1	NW_014569560.1	1	1479132	1484059	true	341	39
gene1448	RNA2911	0, 1, 2, 3, 4, 5, 6	0,2,0,2,0,0,0	NW_014569560.1	1	1487818	1493316	true	1439	20
gene1449	RNA2912	0, 1, 2, 3	0,0,0,2	NW_014569561.1	1	5456	6845	true	368	21
gene1450	RNA2915	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14	0,1,2,0,0,2,2,1,0,0,2,0,1,0,2	NW_014569561.1	-1	9356	16340	true	1709	24
gene1450	RNA2916	15, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14	0,1,2,0,0,2,2,1,0,0,2,0,1,0,2	NW_014569561.1	-1	9356	16376	true	1709	24
gene1450	RNA2919	16, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14	0,2,0,0,2,2,1,0,0,2,0,1,0,2	NW_014569561.1	-1	9356	14190	true	843	2
gene1451	RNA2920	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10	0,1,2,2,0,1,1,0,1,1,0	NW_014569561.1	-1	19637	22628	true	286	22
gene1452	RNA2921	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12	0,0,0,1,2,2,0,1,1,0,1,1,0	NW_014569561.1	-1	23895	27291	true	194	22
gene1453	RNA2923	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12	0,0,0,0,0,2,2,1,0,2,2,0,2	NW_014569561.1	-1	35878	70999	true	9527	4
gene1453	RNA2926	13, 14, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12	0,0,0,0,0,2,2,1,0,2,2,0,2	NW_014569561.1	-1	35878	81277	true	14618	4
gene1453	RNA2927	13, 14, 1, 2, 3, 4, 5, 6, 15, 16, 17, 18, 19, 20	0,0,0,0,0,0,2,2,1,0,0,0,1,0	NW_014569561.1	-1	35847	81277	true	10263	4
gene1453	RNA2928	13, 14, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12	0,0,0,0,0,0,2,2,1,0,2,2,0,2	NW_014569561.1	-1	35878	81277	true	10263	4
gene1453	RNA2929	13, 14, 1, 2, 3, 4, 5, 6, 15, 18, 19, 20	0,0,0,0,0,0,2,2,1,0,1,0	NW_014569561.1	-1	35847	81277	true	10263	4
gene1453	RNA2930	13, 14, 1, 2, 3, 4, 5, 6, 15, 17, 18, 19, 20	0,0,0,0,0,0,2,2,1,0,0,1,0	NW_014569561.1	-1	35847	81277	true	10263	4
gene1453	RNA2931	13, 14, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12	0,0,0,0,0,0,2,2,1,0,2,0,2	NW_014569561.1	-1	35878	81277	true	10263	4
gene1453	RNA2932	13, 14, 1, 2, 3, 4, 5, 21, 15, 17, 18, 19, 20	0,0,0,0,0,0,2,2,1,0,0,1,0	NW_014569561.1	-1	35847	81277	true	10875	4
gene1453	RNA2933	13, 14, 1, 2, 3, 4, 5, 21, 15, 16, 18, 19, 20	0,0,0,0,0,0,2,2,1,0,0,1,0	NW_014569561.1	-1	35847	81277	true	10875	4
gene1453	RNA2934	13, 14, 1, 2, 3, 4, 5, 21, 15, 16, 17, 18, 19, 20	0,0,0,0,0,0,2,2,1,0,0,0,1,0	NW_014569561.1	-1	35847	81277	true	10875	4
gene1453	RNA2935	13, 14, 1, 2, 3, 4, 5, 21, 15, 18, 19, 20	0,0,0,0,0,0,2,2,1,0,1,0	NW_014569561.1	-1	35847	81277	true	10875	4
gene1453	RNA2936	13, 14, 1, 2, 3, 4, 5, 6, 7, 8, 22	0,0,0,0,0,0,2,2,1,0,2	NW_014569561.1	-1	39757	81277	true	10263	1
gene1453	RNA2937	13, 14, 1, 2, 3, 4, 5, 6, 7, 8, 9, 22	0,0,0,0,0,0,2,2,1,0,2,2	NW_014569561.1	-1	39757	81277	true	10263	1
gene1456	RNA2940	0, 1, 2	0,0,0	NW_014569561.1	-1	115306	116123	true	91	32
gene1457	RNA2941	0, 1, 2, 3	0,1,1,1	NW_014569561.1	-1	118148	119274	true	99	48
gene1458	RNA2942	0, 1, 2, 3, 4, 5	0,0,0,1,0,0	NW_014569561.1	-1	122322	123548	true	83	27
gene1459	RNA2944	0, 1, 2, 3, 4	0,2,1,2,2	NW_014569561.1	1	125545	130512	true	1055	8
gene1460	RNA2945	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57	0,1,0,2,2,0,0,1,0,0,1,2,2,2,0,0,0,1,0,1,0,0,1,2,2,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,1,0,2,1,0,1,2,0,0,0,2,0,0,2,0,0,0,0	NW_014569561.1	1	131707	152685	true	593	18
gene1461	RNA2946	0, 1, 2	0,0,0	NW_014569561.1	-1	152861	153693	true	92	45
gene1462	RNA2947	0, 1, 2, 3	0,2,2,0	NW_014569561.1	1	154067	154817	true	177	10
gene1463	RNA2948	0, 1, 2, 3, 4, 5	0,0,0,2,0,2	NW_014569561.1	1	156756	158701	true	145	20
gene1463	RNA2949	0, 1, 2, 3, 6	0,0,0,2,0	NW_014569561.1	1	156756	158616	true	107	68
gene1464	RNA2950	0, 1, 2, 3, 4	0,0,1,2,0	NW_014569561.1	1	158985	161133	true	124	16
gene1465	RNA2951	0, 1, 2, 3	0,0,2,0	NW_014569561.1	-1	162959	166398	true	1320	9
gene1466	RNA2953	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12	0,1,0,2,0,0,2,2,0,2,2,1,0	NW_014569561.1	1	167943	172364	true	832	0
gene1466	RNA2954	13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12	0,0,2,0,0,2,2,0,2,2,1,0	NW_014569561.1	1	168132	172364	true	832	40
gene1467	RNA2955	0, 1, 2	0,2,0	NW_014569561.1	-1	173226	173889	true	118	34
gene1468	RNA2956	0, 1, 2	0,2,0	NW_014569561.1	-1	179029	179692	true	118	34
gene1470	RNA2965	0, 1, 2, 3	0,1,1,0	NW_014569561.1	1	182397	186715	true	136	41
gene1470	RNA2966	0, 4, 2, 3	0,1,1,0	NW_014569561.1	1	182397	186715	true	136	34
gene1469	RNA2958	0	0	NW_014569561.1	-1	180378	181157	true	0	260
gene1469	RNA2962	1, 2, 3, 4	0,2,0,2	NW_014569561.1	-1	188288	189196	true	128	29
gene1469	RNA2963	1, 5, 3, 4	0,2,0,2	NW_014569561.1	-1	188288	189196	true	131	29
gene1471	RNA2968	0, 1, 2, 3	0,2,0,0	NW_014569561.1	1	190180	191010	true	90	30
gene1472	RNA2969	0, 1, 2, 3, 4, 5	0,2,1,0,0,1	NW_014569561.1	1	224042	247066	true	9401	25
gene1472	RNA2970	0, 1, 2, 3, 4, 6	0,2,1,0,0,1	NW_014569561.1	1	224042	247066	true	9401	25
gene1473	RNA2971	0, 1, 2, 3, 4, 5	0,2,1,0,0,1	NW_014569561.1	-1	273100	301498	true	8876	25
gene1474	RNA2972	0, 1, 2, 3, 4, 5, 6, 7, 8, 9	0,2,0,2,0,1,1,2,1,0	NW_014569561.1	-1	313280	319436	true	3180	26
gene1474	RNA2973	10, 1, 2, 3, 4, 5, 6, 7, 8, 9	0,2,0,2,0,1,1,2,1,0	NW_014569561.1	-1	313280	316344	true	148	26
gene1475	RNA2974	0, 1, 2, 3	0,2,1,0	NW_014569561.1	-1	320667	321538	true	105	31
gene1476	RNA2975	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16	0,0,0,0,0,2,2,0,0,0,1,2,1,1,0,2,2	NW_014569561.1	-1	325119	389341	true	20209	22
gene1476	RNA2976	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17, 18	0,0,0,0,0,2,2,0,0,0,1,2,1,1,0,0	NW_014569561.1	-1	325265	389341	true	20209	2
gene1477	RNA2977	0, 1, 2	0,1,2	NW_014569561.1	1	391694	393103	true	806	7
gene1478	RNA2978	0, 1, 2, 3, 4, 5	0,0,0,2,1,2	NW_014569561.1	-1	396242	397595	true	98	27
gene1480	RNA2980	0, 1	0,2	NW_014569561.1	-1	398663	399909	true	89	162
gene1481	RNA2981	0, 1, 2, 3, 4, 5, 6, 7	0,1,1,2,1,0,2,0	NW_014569561.1	1	413377	415926	true	105	18
gene1482	RNA2983	0, 1, 2, 3, 4, 5	0,1,0,2,0,1	NW_014569561.1	-1	416724	417927	true	93	23
gene1483	RNA2984	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10	0,0,1,0,2,0,1,1,2,1,1	NW_014569561.1	1	418098	420800	true	319	3
gene1484	RNA2985	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11	0,2,1,0,2,0,0,2,0,1,0,2	NW_014569561.1	-1	422404	429208	true	3161	16
gene1484	RNA2986	0, 1, 2, 3, 4, 5, 6, 12, 7, 8, 9, 10, 11	0,2,1,0,2,0,0,2,2,0,1,0,2	NW_014569561.1	-1	422404	429208	true	1689	16
gene1487	RNA2990	0, 1, 2, 3, 4, 5	0,1,2,0,0,1	NW_014569561.1	1	468799	490533	true	10434	16
gene1487	RNA2991	0, 1, 2, 3, 4, 6	0,1,2,0,0,1	NW_014569561.1	1	468799	487873	true	10434	1
gene1487	RNA2992	0, 1, 2, 3, 7	0,1,2,0,0	NW_014569561.1	1	468799	482733	true	10434	6
gene1487	RNA2993	0, 1, 2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16	0,1,2,0,0,0,0,0,0,0,2,1,0	NW_014569561.1	1	468799	500359	true	10434	25
gene1487	RNA2994	0, 1, 2, 3, 8, 9, 10, 11, 12, 13, 17, 15, 16	0,1,2,0,0,0,0,0,0,0,2,1,0	NW_014569561.1	1	468799	500359	true	10434	25
gene1487	RNA2995	0, 1, 2, 3, 9, 10, 11, 12, 13, 14, 15, 16	0,1,2,0,0,0,0,0,0,2,1,0	NW_014569561.1	1	468799	500359	true	10434	36
gene1487	RNA2996	0, 1, 2, 3, 9, 10, 11, 12, 13, 17, 15, 16	0,1,2,0,0,0,0,0,0,2,1,0	NW_014569561.1	1	468799	500359	true	10434	36
gene1487	RNA2997	0, 1, 2, 3, 10, 11, 12, 13, 14, 15, 16	0,1,2,0,0,0,0,0,2,1,0	NW_014569561.1	1	468799	500359	true	15939	39
gene1487	RNA2998	0, 1, 2, 3, 10, 11, 12, 13, 17, 15, 16	0,1,2,0,0,0,0,0,2,1,0	NW_014569561.1	1	468799	500359	true	15939	39
gene1488	RNA2999	0, 1, 2, 3	0,0,1,1	NW_014569561.1	-1	514630	522829	true	6900	48
gene1489	RNA3000	0, 1, 2, 3, 4, 5, 6	0,2,0,1,0,0,1	NW_014569561.1	1	516440	521525	true	2439	4
gene1489	RNA3001	7, 3, 4, 5, 6	0,1,0,0,1	NW_014569561.1	1	519890	521525	true	413	29
gene1490	RNA3002	0, 1, 2, 3, 4, 5, 6, 7	0,1,2,2,0,0,1,0	NW_014569561.1	1	524474	526897	true	643	8
gene1491	RNA3003	0, 1, 2, 3, 4, 5	0,0,0,0,0,0	NW_014569561.1	-1	529276	533902	true	436	38
gene1492	RNA3004	0, 1, 2	0,0,1	NW_014569561.1	-1	535496	537081	true	704	26
gene1493	RNA3005	0, 1, 2, 3, 4, 5, 6	0,0,0,2,2,2,1	NW_014569561.1	-1	538234	541212	true	1094	44
gene1494	RNA3006	0, 1, 2, 3, 4	0,1,1,0,0	NW_014569561.1	1	542235	543780	true	243	53
gene1495	RNA3008	0, 1, 2	0,2,2	NW_014569561.1	-1	551610	572247	true	17530	1
gene1497	RNA3010	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15	0,2,0,2,2,2,0,1,2,0,2,0,1,0,0,0	NW_014569561.1	-1	582784	612742	true	12940	11
gene1498	RNA3011	0, 1, 2, 3	0,2,0,2	NW_014569561.1	-1	616668	625211	true	6698	8
gene1499	RNA3012	0, 1, 2, 3	0,1,1,0	NW_014569561.1	-1	632338	633398	true	347	4
gene1500	RNA3013	0, 1, 2, 3, 4, 5	0,2,2,1,2,1	NW_014569561.1	-1	637427	641691	true	1148	38
gene1500	RNA3014	0, 2, 3, 4, 5	0,2,1,2,1	NW_014569561.1	-1	637427	641691	true	2042	38
gene1500	RNA3015	6, 1, 2, 3, 4, 5	0,2,2,1,2,1	NW_014569561.1	-1	637427	640696	true	672	38
gene1500	RNA3016	7, 2, 3, 4, 5	0,2,1,2,1	NW_014569561.1	-1	637427	640696	true	672	38
gene1501	RNA3018	0, 1, 2, 3, 4, 5, 6	0,2,2,2,2,0,2	NW_014569561.1	1	646366	653141	true	1625	38
gene1501	RNA3020	7, 1, 2, 3, 4, 5, 6	0,2,2,2,2,0,2	NW_014569561.1	1	645496	653141	true	2597	4
gene1501	RNA3021	0, 1, 8, 3, 4, 5, 6	0,2,2,2,2,0,2	NW_014569561.1	1	646366	653141	true	1625	38
gene1501	RNA3022	9, 1, 2, 3, 4, 5, 6	0,2,2,2,2,0,2	NW_014569561.1	1	646987	653141	true	1088	10
gene1502	RNA3023	0, 1, 2, 3, 4	0,2,1,1,0	NW_014569561.1	1	657977	680784	true	20607	29
gene1503	RNA3024	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10	0,0,0,1,0,0,1,2,2,2,0	NW_014569561.1	1	684704	694197	true	2703	17
gene1503	RNA3025	0, 1, 2, 3, 4, 5, 11, 8, 12, 13, 10	0,0,0,1,0,0,1,2,2,2,0	NW_014569561.1	1	684704	694197	true	2703	17
gene1503	RNA3026	0, 1, 2, 3, 4, 5, 11, 14, 9, 10	0,0,0,1,0,0,1,2,2,0	NW_014569561.1	1	684704	694197	true	2703	17
gene1503	RNA3027	0, 1, 2, 3, 4, 5, 11, 8, 9, 10	0,0,0,1,0,0,1,2,2,0	NW_014569561.1	1	684704	694197	true	2703	17
gene1503	RNA3028	0, 1, 15, 16, 3, 4, 5, 11, 8, 9, 10	0,0,0,0,1,0,0,1,2,2,0	NW_014569561.1	1	684704	694197	true	2703	17
gene1503	RNA3029	0, 1, 15, 17, 3, 4, 5, 11, 8, 9, 10	0,0,0,0,1,0,0,1,2,2,0	NW_014569561.1	1	684704	694197	true	2703	17
gene1503	RNA3030	0, 18, 19, 2, 3, 4, 5, 11, 8, 9, 10	0,0,0,0,1,0,0,1,2,2,0	NW_014569561.1	1	684704	694197	true	2703	17
gene1503	RNA3031	0, 2, 3, 4, 5, 11, 8, 9, 10	0,0,1,0,0,1,2,2,0	NW_014569561.1	1	684704	694197	true	2703	17
gene1503	RNA3032	20, 3, 4, 5, 11, 8, 9, 10	0,1,0,0,1,2,2,0	NW_014569561.1	1	686413	694197	true	2703	47
gene1503	RNA3033	21, 2, 3, 4, 5, 11, 8, 9, 10	0,0,1,0,0,1,2,2,0	NW_014569561.1	1	685657	694197	true	2703	39
gene1504	RNA3034	0, 1, 2, 3, 4, 5, 6, 7	0,2,1,1,1,2,0,2	NW_014569561.1	-1	699337	701324	true	493	16
gene1505	RNA3035	0, 1	0,0	NW_014569561.1	1	702149	702749	true	220	1
gene1506	RNA3036	0, 1, 2, 3, 4, 5	0,2,1,2,2,1	NW_014569561.1	-1	703247	704890	true	93	37
gene1506	RNA3038	6, 7, 1, 2, 3, 4, 5	0,2,2,1,2,2,1	NW_014569561.1	-1	703247	705079	true	93	10
gene1506	RNA3039	8, 1, 2, 3, 4, 5	0,2,1,2,2,1	NW_014569561.1	-1	703247	705019	true	93	37
gene1507	RNA3040	0, 1, 2, 3, 4	0,1,1,2,1	NW_014569561.1	1	707302	710081	true	800	33
gene1508	RNA3041	0, 1, 2	0,2,0	NW_014569561.1	1	729808	741242	true	5424	32
gene1509	RNA3051	0, 1, 2, 3, 4	0,2,0,0,1	NW_014569561.1	1	746763	749943	true	1029	50
gene1510	RNA3052	0, 1, 2	0,0,2	NW_014569561.1	1	751664	753694	true	1378	24
gene1510	RNA3053	0, 3, 2	0,0,2	NW_014569561.1	1	751664	753694	true	1369	24
gene1511	RNA3056	0, 1, 2, 3, 4, 5, 6	0,0,0,0,1,1,0	NW_014569561.1	-1	757790	759616	true	88	35
gene1512	RNA3059	0, 1, 2	0,2,0	NW_014569561.1	1	760742	761319	true	132	30
gene1512	RNA3060	0, 3, 2	0,2,0	NW_014569561.1	1	760742	761319	true	81	41
gene1512	RNA3061	0, 4, 2	0,2,0	NW_014569561.1	1	760742	761319	true	81	41
gene1513	RNA3062	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11	0,2,0,2,1,0,1,2,0,1,2,0	NW_014569561.1	-1	762110	765698	true	167	15
gene1514	RNA3063	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17	0,2,2,2,0,0,0,2,1,0,0,0,2,1,1,0,0,2	NW_014569561.1	1	768687	780068	true	3011	24
gene1514	RNA3064	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 17	0,2,2,2,0,0,0,2,1,0,0,0,2,1,1,0,0,2	NW_014569561.1	1	768687	780068	true	3011	24
gene1515	RNA3065	0, 1, 2, 3, 4, 5	0,0,2,0,0,2	NW_014569561.1	-1	785546	789000	true	134	112
gene1516	RNA3067	0, 1, 2, 3, 4, 5	0,2,0,2,2,2	NW_014569561.1	1	790426	791925	true	365	21
gene1517	RNA3068	0	0	NW_014569561.1	-1	792476	792970	true	NA	165
gene1518	RNA3069	0, 1, 2, 3	0,2,0,2	NW_014569561.1	1	793781	794926	true	204	34
gene1519	RNA3070	0	0	NW_014569561.1	-1	795607	795804	true	NA	66
gene1520	RNA3071	0, 1, 2, 3, 4, 5, 6, 7	0,2,0,0,2,2,0,0	NW_014569561.1	-1	797711	801006	true	656	39
gene1521	RNA3072	0, 1, 2, 3, 4, 5	0,1,2,0,0,0	NW_014569561.1	1	803941	807782	true	1580	18
gene1522	RNA3073	0, 1, 2, 3, 4, 5, 6	0,2,0,2,0,2,0	NW_014569561.1	1	817206	828507	true	5596	30
gene1522	RNA3075	7, 8, 1, 2, 3, 4, 5, 6	0,1,2,0,2,0,2,0	NW_014569561.1	1	812700	828507	true	5596	34
gene1523	RNA3078	0, 1, 2, 3, 4, 5, 6, 7, 8, 9	0,0,2,0,1,2,1,1,2,0	NW_014569561.1	-1	832603	840487	true	2245	30
gene1524	RNA3079	0, 1, 2	0,2,1	NW_014569561.1	-1	842627	843910	true	797	16
gene1525	RNA3080	0, 1, 2, 3, 4	0,0,2,2,2	NW_014569561.1	-1	844832	846048	true	120	34
gene1526	RNA3081	0	0	NW_014569561.1	-1	942698	943828	true	NA	377
gene1527	RNA3082	0, 1	0,0	NW_014569561.1	1	947214	947668	true	71	63
gene1528	RNA3084	0, 1, 2, 3, 4, 5, 6, 7	0,2,2,0,0,1,2,2	NW_014569561.1	-1	951184	953883	true	898	3
gene1529	RNA3085	0, 1, 2, 3, 4, 5, 6, 7	0,2,2,0,0,1,2,2	NW_014569561.1	-1	963875	967050	true	1425	4
gene1530	RNA3086	0, 1, 2, 3, 4, 5, 6, 7	0,2,2,0,0,1,2,2	NW_014569561.1	-1	967969	971389	true	1400	4
gene1531	RNA3087	0, 1, 2, 3, 4, 5, 6	0,2,2,1,2,0,2	NW_014569561.1	1	976032	1006854	true	14787	30
gene1531	RNA3089	7, 1, 2, 3, 4, 5, 6	0,2,2,1,2,0,2	NW_014569561.1	1	976410	1006854	true	14787	30
gene1533	RNA3091	0, 1, 2, 3, 4	0,0,1,1,2	NW_014569561.1	1	1011960	1013865	true	881	8
gene1533	RNA3092	0, 1, 2, 3, 5	0,0,1,1,2	NW_014569561.1	1	1011960	1013485	true	489	12
gene1533	RNA3093	0, 6, 2, 3, 5	0,0,1,1,2	NW_014569561.1	1	1011960	1013485	true	489	12
gene1534	RNA3094	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12	0,1,0,2,1,0,2,2,2,1,0,2,0	NW_014569561.1	1	1015752	1023980	true	4526	18
gene1535	RNA3099	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20	0,0,0,1,0,1,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0	NW_014569561.1	1	1026123	1034045	true	1932	28
gene1536	RNA3100	0, 1, 2, 3, 4, 5, 6, 7, 8	0,2,0,2,2,0,2,0,0	NW_014569561.1	-1	1085482	1175911	true	52421	38
gene1537	RNA3105	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17	0,0,0,1,2,2,2,1,2,2,2,2,0,2,1,2,1,2	NW_014569561.1	-1	1184754	1203279	true	8375	30
gene1537	RNA3106	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 18, 19, 11, 12, 13, 14, 15, 16, 17	0,0,0,1,2,2,2,1,2,2,2,2,2,2,0,2,1,2,1,2	NW_014569561.1	-1	1184754	1203279	true	8375	30
gene1539	RNA3108	0, 1, 2, 3, 4, 5	0,2,0,1,0,2	NW_014569562.1	-1	19217	25969	true	2713	25
gene1540	RNA3109	0, 1, 2	0,1,1	NW_014569562.1	1	100176	102912	true	1123	16
gene1540	RNA3110	0, 1, 3, 4	0,1,1,0	NW_014569562.1	1	100176	103930	true	1123	3
gene1540	RNA3111	0, 5	0,1	NW_014569562.1	1	100176	101756	true	336	81
gene1540	RNA3112	0, 1, 6	0,1,1	NW_014569562.1	1	100176	104015	true	2181	31
gene1541	RNA3113	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15	0,2,0,0,0,0,0,2,0,2,1,1,2,1,1,2	NW_014569562.1	-1	124077	129228	true	866	28
gene1542	RNA3114	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11	0,1,2,2,1,0,0,2,0,0,2,2	NW_014569562.1	-1	130779	133278	true	114	27
gene1543	RNA3115	0, 1, 2, 3, 4, 5, 6, 7	0,0,2,2,0,0,1,1	NW_014569562.1	-1	134336	136839	true	204	44
gene1544	RNA3116	0, 1	0,0	NW_014569562.1	1	141935	144411	true	1973	4
gene1545	RNA3117	0	0	NW_014569562.1	-1	146107	146508	true	NA	134
gene1546	RNA3118	0, 1	0,0	NW_014569562.1	1	155647	156563	true	506	4
gene1547	RNA3119	0, 1, 2	0,0,0	NW_014569562.1	1	171562	173356	true	1251	9
gene1548	RNA3120	0, 1	0,1	NW_014569562.1	-1	176886	177630	true	286	13
gene1549	RNA3121	0, 1, 2, 3	0,0,1,2	NW_014569562.1	-1	181467	187102	true	3867	1
gene1549	RNA3122	4, 2, 3	0,1,2	NW_014569562.1	-1	181467	183235	true	871	1
gene1550	RNA3123	0, 1, 2, 3, 4	0,0,1,1,1	NW_014569562.1	1	197361	198544	true	269	2
gene1551	RNA3124	0, 1, 2, 3	0,0,0,2	NW_014569562.1	1	198835	200755	true	877	15
gene1552	RNA3125	0	0	NW_014569562.1	-1	212625	213275	true	NA	217
gene1553	RNA3126	0, 1, 2, 3	0,0,0,0	NW_014569562.1	-1	213387	501233	true	104623	20
gene1553	RNA3127	0, 4, 1, 2, 3	0,0,0,0,0	NW_014569562.1	-1	213387	501233	true	91223	11
gene1554	RNA3128	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11	0,2,0,0,1,0,2,2,2,0,1,1	NW_014569562.1	-1	548798	797700	true	83524	15
gene1554	RNA3129	0, 1, 2, 3, 4, 5, 6, 12, 7, 8, 9, 10, 11	0,2,0,0,1,0,2,2,2,2,0,1,1	NW_014569562.1	-1	548798	797700	true	83524	15
gene1554	RNA3130	0, 1, 2, 3, 4, 5, 6, 12, 8, 9, 10, 11	0,2,0,0,1,0,2,2,2,0,1,1	NW_014569562.1	-1	548798	797700	true	83524	15
gene1554	RNA3133	0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11	0,2,0,0,1,0,2,2,0,1,1	NW_014569562.1	-1	548798	797700	true	83524	15
gene1556	RNA3139	0	0	NW_014569562.1	-1	873443	874504	true	NA	354
gene1558	RNA3141	0, 1, 2	0,1,2	NW_014569562.1	1	886853	890112	true	2769	6
gene1559	RNA3142	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11	0,2,0,0,0,2,2,2,1,2,2,1	NW_014569562.1	1	892851	902022	true	5359	10
gene1561	RNA3144	0, 1, 2, 3, 4, 5, 6	0,1,2,0,0,1,0	NW_014569562.1	1	902562	904911	true	474	31
gene1561	RNA3145	7, 1, 2, 3, 4, 5, 6	0,1,2,0,0,1,0	NW_014569562.1	1	902526	904911	true	474	31
gene1562	RNA3146	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16	0,2,2,0,0,1,0,2,1,1,1,0,1,2,0,0,1	NW_014569562.1	-1	910305	922617	true	3249	13
gene1562	RNA3147	0, 17, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16	0,2,2,0,0,1,0,2,1,1,0,1,2,0,0,1	NW_014569562.1	-1	910305	922617	true	3249	13
gene1562	RNA3148	0, 17, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16	0,2,2,0,0,1,0,2,1,1,1,0,1,2,0,0,1	NW_014569562.1	-1	910305	922617	true	3249	13
gene1562	RNA3149	18, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16	0,2,0,0,1,0,2,1,1,1,0,1,2,0,0,1	NW_014569562.1	-1	910305	919146	true	1291	18
gene1563	RNA3155	0, 1, 2, 3, 4, 5, 6, 7, 8	0,0,2,2,0,1,1,1,0	NW_014569562.1	1	923992	927886	true	425	27
gene1564	RNA3156	0, 1, 2, 3	0,0,1,0	NW_014569562.1	-1	929429	930691	true	121	58
gene1565	RNA3161	0, 1, 2, 3, 4, 5, 6	0,2,1,2,0,1,0	NW_014569562.1	1	931906	933533	true	225	16
gene1566	RNA3162	0, 1, 2, 3, 4	0,2,2,1,0	NW_014569562.1	-1	933332	935151	true	806	3
gene1566	RNA3163	5, 1, 2, 3, 4	0,2,2,1,0	NW_014569562.1	-1	933332	934851	true	806	0
gene1567	RNA3164	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19	0,2,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1	NW_014569562.1	-1	935524	942044	true	304	42
gene1567	RNA3165	0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20	0,2,0,1,2,0,0,0,0,0,1,0,1,0,0,0	NW_014569562.1	-1	936672	942044	true	304	50
